"acceptedScientificName","taxa"
"Melanelia exasperata (De Not.) Essl.","lichens"
"Melanelia exasperatula (Nyl.) Essl.","lichens"
"Melanelia fuliginosa (Fr. ex Duby) Essl.","lichens"
"Melanelia hepatizon (Ach.) A.Thell","lichens"
"Melanelia infumata (Nyl.) Essl.","lichens"
"Melanelia laciniatula (Flagey ex H.Olivier) Essl.","lichens"
"Melanelia olivacea (L.) Essl.","lichens"
"Melanelia panniformis (Nyl.) Essl.","lichens"
"Melanelia septentrionalis (Lynge) Essl.","lichens"
"Melanelia sorediata (Ach.) Goward & Ahti","lichens"
"Melanelia stygia (L.) Essl.","lichens"
"Melanelia subargentifera (Nyl.) Essl.","lichens"
"Melanelia subaurifera (Nyl.) Essl.","lichens"
"Melanelia tominii (Oxner) Essl.","lichens"
"Melaspilea granitophila (Th.Fr.) Coppins","lichens"
"Melaspilea ochrothalamia Nyl.","lichens"
"Menegazzia terebrata (Hoffm.) A.Massal.","lichens"
"Metamelaena caesiella (Th.Fr.) Henssen","lichens"
"Micarea alabastrites (Nyl.) Coppins","lichens"
"Micarea assimilata (Nyl.) Coppins","lichens"
"Micarea bauschiana (Körb.) V.Wirth & Vĕzda","lichens"
"Micarea botryoides (Nyl.) Coppins","lichens"
"Micarea cinerea (Schaer.) Hedl.","lichens"
"Micarea coppinsii Tønsberg","lichens"
"Micarea denigrata (Fr.) Hedl.","lichens"
"Micarea erratica (Körb.) Hertel, Rambold & Pietschm.","lichens"
"Micarea globulosella (Nyl.) Coppins","lichens"
"Micarea hedlundii Coppins","lichens"
"Micarea hylocomii Poelt & Döbbeler","lichens"
"Micarea incrassata Hedl.","lichens"
"Micarea inquinans (Tul.) Coppins","lichens"
"Micarea leprosula (Th.Fr.) Coppins & A.Fletcher","lichens"
"Micarea lignaria (Ach.) Hedl.","lichens"
"Micarea lithinella (Nyl.) Hedl.","lichens"
"Micarea lutulata (Nyl.) Coppins","lichens"
"Micarea melaena (Nyl.) Hedl.","lichens"
"Micarea misella (Nyl.) Hedl.","lichens"
"Micarea myriocarpa V.Wirth & Vezda","lichens"
"Micarea nitschkeana (J.Lahm ex Rabenh.) Harm.","lichens"
"Micarea osloënsis (Th.Fr.) Hedl.","lichens"
"Micarea peliocarpa (Anzi) Coppins & R.Sant.","lichens"
"Micarea prasina Fr.","lichens"
"Micarea rhabdogena (Norman) Hedl.","lichens"
"Micarea submilliaria (Nyl.) Coppins","lichens"
"Micarea subnigrata (Nyl.) Coppins & H.Kilias","lichens"
"Micarea subviolascens (H.Magn.) Coppins","lichens"
"Micarea sylvicola (Flot. ex Körb.) Vĕzda & V.Wirth","lichens"
"Micarea ternaria (Nyl.) Vĕzda","lichens"
"Micarea tuberculata (Sommerf.) R.A.Anderson","lichens"
"Micarea turfosa (A.Massal.) Du Rietz","lichens"
"Micarea vulpinaris (Nyl.) Muhr","lichens"
"Miriquidica atrofulva (Sommerf.) A.J.Schwab & Rambold","lichens"
"Miriquidica complanata (Körb.) Hertel & Rambold","lichens"
"Miriquidica deusta (Stenh.) Hertel & Rambold","lichens"
"Miriquidica garovaglii (Schaer.) Hertel & Rambold","lichens"
"Miriquidica griseoatra (Hoffm.) Hertel & Rambold","lichens"
"Miriquidica instrata (Nyl.) Hertel & Rambold","lichens"
"Miriquidica leucophaea (Flörke ex Rabenh.) Hertel & Rambold","lichens"
"Miriquidica lulensis (Hellb.) Hertel & Rambold","lichens"
"Miriquidica nigroleprosa (Vain.) Hertel & Rambold","lichens"
"Miriquidica obnubila (Th.Fr. & Hellb.) Hertel & Rambold","lichens"
"Moelleropsis nebulosa (Hoffm.) Gyeln.","lichens"
"Muhria urceolata P.M.Jørg.","lichens"
"Multiclavula corynoides (Peck) R.H.Petersen","lichens"
"Multiclavula mucida (Pers.) R.H.Petersen","lichens"
"Multiclavula vernalis (Schwein.) R.H.Petersen","lichens"
"Mycobilimbia berengeriana (A.Massal.) Hafellner & V.Wirth","lichens"
"Mycobilimbia fissuriseda (Poelt) Poelt & Hafellner","lichens"
"Mycobilimbia hypnorum (Lib.) Kalb & Hafellner","lichens"
"Mycobilimbia lobulata (Sommerf.) Hafellner","lichens"
"Mycobilimbia microcarpa (Th.Fr.) Brunnb.","lichens"
"Mycobilimbia sabuletorum (Schreb.) Hafellner","lichens"
"Mycobilimbia tetramera (De Not.) Clauzade, Diederich & Cl.Roux","lichens"
"Mycoblastus affinis (Schaer.) T.Schauer","lichens"
"Mycoblastus alpinus (Fr.) Th.Fr. ex Hellb.","lichens"
"Mycoblastus caesius (Coppins & P.James) Tønsberg","lichens"
"Mycoblastus fucatus (Stirt.) Zahlbr.","lichens"
"Mycoblastus sanguinarius (L.) Norman","lichens"
"Mycomicrothelia confusa D.Hawksw.","lichens"
"Neofuscelia loxodes (Nyl.) Essl.","lichens"
"Neofuscelia pulla (Ach.) Essl.","lichens"
"Neofuscelia verruculifera (Nyl.) Essl.","lichens"
"Neonorrlinia trypetheliza (Nyl.) Syd.","lichens"
"Nephroma arcticum (L.) Torss.","lichens"
"Nephroma bellum (Spreng.) Tuck.","lichens"
"Nephroma expallidum (Nyl.) Nyl.","lichens"
"Nephroma helveticum Ach.","lichens"
"Nephroma laevigatum Ach.","lichens"
"Nephroma parile (Ach.) Ach.","lichens"
"Nephroma resupinatum (L.) Ach.","lichens"
"Normandina pulchella (Borrer) Nyl.","lichens"
"Ochrolechia alboflavescens (Wulfen) Zahlbr.","lichens"
"Ochrolechia androgyna (Hoffm.) Arnold","lichens"
"Ochrolechia arborea (Kreyer) Almb.","lichens"
"Ochrolechia frigida (Sw.) Lynge","lichens"
"Ochrolechia gowardii Brodo","lichens"
"Ochrolechia grimmiae Lynge","lichens"
"Ochrolechia inaequatula (Nyl.) Zahlbr.","lichens"
"Ochrolechia lactea (L.) Matzer & Hafellner","lichens"
"Ochrolechia microstictoides Räsänen","lichens"
"Ochrolechia oregonensis H.Magn.","lichens"
"Ochrolechia pallescens (L.) A.Massal.","lichens"
"Ochrolechia parella (L.) A.Massal.","lichens"
"Ochrolechia rhodoleuca (Th.Fr.) Brodo","lichens"
"Ochrolechia subviridis (Høeg) Erichsen","lichens"
"Ochrolechia szatalaensis Verseghy","lichens"
"Ochrolechia tartarea (L.) A.Massal.","lichens"
"Ochrolechia turneri (Sm.) Hasselrot","lichens"
"Ochrolechia upsaliensis (L.) A.Massal.","lichens"
"Ochrolechia xanthostoma (Sommerf.) K.Schmitz & Lumbsch","lichens"
"Omphalina alpina (Britzelm.) Bresinsky & Stangl","lichens"
"Omphalina hudsoniana (H.S.Jenn.) H.E.Bigelow","lichens"
"Omphalina umbellifera (L.) Quél.","lichens"
"Omphalina velutina (Quél.) Quél.","lichens"
"Opegrapha atra Pers.","lichens"
"Opegrapha calcarea Turner ex Sm.","lichens"
"Opegrapha dolomitica (Arnold) Körb.","lichens"
"Opegrapha gyrocarpa Flot.","lichens"
"Opegrapha mougeotii A.Massal.","lichens"
"Opegrapha multipuncta Coppins & P.James","lichens"
"Opegrapha ochrocheila Nyl.","lichens"
"Opegrapha rufescens Pers.","lichens"
"Opegrapha sorediifera P.James","lichens"
"Opegrapha varia Pers.","lichens"
"Opegrapha vermicellifera (J.Kunze) J.R.Laundon","lichens"
"Opegrapha vulgata (Ach.) Ach.","lichens"
"Ophioparma ventosa (L.) Norman","lichens"
"Orphniospora moriopsis (A.Massal.) D.Hawksw.","lichens"
"Pachyphiale carneola (Ach.) Arnold","lichens"
"Pachyphiale fagicola (Arnold) Zwackh","lichens"
"Pachyphiale ophiospora Lettau","lichens"
"Pannaria conoplea (Ach.) Bory","lichens"
"Pannaria hookeri (Borrer) Nyl.","lichens"
"Pannaria pezizoides (Weber) Trevis.","lichens"
"Pannaria rubiginosa (Ach.) Bory","lichens"
"Parmelia fraudans (Nyl.) Nyl.","lichens"
"Parmelia omphalodes (L.) Ach.","lichens"
"Parmelia saxatilis (L.) Ach.","lichens"
"Parmelia sulcata Taylor","lichens"
"Parmeliella arctophila (Th.Fr.) Malme","lichens"
"Parmeliella parvula P.M.Jørg.","lichens"
"Parmeliella testacea P.M.Jørg.","lichens"
"Parmeliella thriptophylla (Ach.) Müll.Arg.","lichens"
"Parmelina pastillifera (Harm.) Hale","lichens"
"Parmelina tiliacea (Hoffm.) Hale","lichens"
"Parmeliopsis ambigua (Hoffm.) Nyl.","lichens"
"Parmeliopsis esorediata (Degel.) Nordnes","lichens"
"Parmeliopsis hyperopta (Ach.) Arnold","lichens"
"Parmotrema arnoldii (Du Rietz) Hale","lichens"
"Parmotrema chinense (Osbeck) Hale & Ahti","lichens"
"Parmotrema crinitum (Ach.) M.Choisy","lichens"
"Peltigera aphthosa (L.) Willd.","lichens"
"Peltigera britannica (Gyeln.) Holt.-Hartw. & Tønsberg","lichens"
"Peltigera canina (L.) Willd.","lichens"
"Peltigera collina (Ach.) Schrad.","lichens"
"Peltigera degenii Gyeln.","lichens"
"Peltigera didactyla (With.) J.R.Laundon","lichens"
"Peltigera elisabethae Gyeln.","lichens"
"Peltigera frippii Holt.-Hartw.","lichens"
"Peltigera horizontalis (Huds.) Baumg.","lichens"
"Peltigera hymenina (Ach.) Delise","lichens"
"Peltigera kristinssonii Vitik.","lichens"
"Peltigera lepidophora (Vain.) Bitter","lichens"
"Peltigera leucophlebia (Nyl.) Gyeln.","lichens"
"Peltigera malacea (Ach.) Funck","lichens"
"Peltigera membranacea (Ach.) Nyl.","lichens"
"Peltigera neckeri Hepp ex Müll.Arg.","lichens"
"Peltigera neopolydactyla (Gyeln.) Gyeln.","lichens"
"Peltigera polydactylon (Neck.) Hoffm.","lichens"
"Peltigera ponojensis Gyeln.","lichens"
"Peltigera praetextata (Flörke ex Sommerf.) Zopf","lichens"
"Peltigera retifoveata Vitik.","lichens"
"Peltigera rufescens (Weiss) Humb.","lichens"
"Peltigera scabrosa Th.Fr.","lichens"
"Peltigera scabrosella Holt.-Hartw.","lichens"
"Peltigera venosa (L.) Hoffm.","lichens"
"Peltula euploca (Ach.) Poelt","lichens"
"Pertusaria albescens (Huds.) M.Choisy & Werner","lichens"
"Pertusaria alpina Hepp ex Ahles","lichens"
"Pertusaria amara (Ach.) Nyl.","lichens"
"Pertusaria aspergilla (Ach.) J.R.Laundon","lichens"
"Pertusaria borealis Erichsen","lichens"
"Pertusaria bryontha (Ach.) Nyl.","lichens"
"Pertusaria carneopallida (Nyl.) Anzi","lichens"
"Pertusaria chiodectonoides Bagl. ex A.Massal.","lichens"
"Pertusaria coccodes (Ach.) Nyl.","lichens"
"Pertusaria corallina (L.) Arnold","lichens"
"Pertusaria coriacea (Th.Fr.) Th.Fr.","lichens"
"Pertusaria coronata (Ach.) Th.Fr.","lichens"
"Pertusaria dactylina (Ach.) Nyl.","lichens"
"Pertusaria degelii Erichsen","lichens"
"Pertusaria excludens Nyl.","lichens"
"Pertusaria flavicans Lamy","lichens"
"Pertusaria flavida (DC.) J.R.Laundon","lichens"
"Pertusaria geminipara (Th.Fr.) C.Knight ex Brodo","lichens"
"Pertusaria glomerata (Ach.) Schaer.","lichens"
"Pertusaria hemisphaerica (Flörke) Erichsen","lichens"
"Pertusaria hymenea (Ach.) Schaer.","lichens"
"Pertusaria leioplaca (Ach.) DC.","lichens"
"Pertusaria leucostoma (Ach.) A.Massal.","lichens"
"Pertusaria melanochlora (DC.) Nyl.","lichens"
"Pertusaria multipuncta (Turner) Nyl.","lichens"
"Pertusaria octomela (Norman) Erichsen","lichens"
"Pertusaria oculata (Dicks.) Th.Fr.","lichens"
"Pertusaria ophthalmiza (Nyl.) Nyl.","lichens"
"Pertusaria panyrga (Ach.) A.Massal.","lichens"
"Pertusaria pertusa (L.) Tuck.","lichens"
"Pertusaria porospora Norman","lichens"
"Pertusaria pseudocorallina (Lilj.) Arnold","lichens"
"Pertusaria pupillaris (Nyl.) Th.Fr.","lichens"
"Pertusaria sommerfeltii (Flörke ex Sommerf.) Fr.","lichens"
"Pertusaria trachythallina Erichsen","lichens"
"Pertusaria trochiscea Norman","lichens"
"Petractis clausa (Hoffm.) Kremp.","lichens"
"Petractis hypoleuca (Ach.) Vĕzda","lichens"
"Phaeophyscia ciliata (Hoffm.) Moberg","lichens"
"Phaeophyscia constipata (Norrl. & Nyl.) Moberg","lichens"
"Phaeophyscia endococcina (Körb.) Moberg","lichens"
"Phaeophyscia endophoenicea (Harm.) Moberg","lichens"
"Phaeophyscia kairamoi (Vain.) Moberg","lichens"
"Phaeophyscia nigricans (Flörke) Moberg","lichens"
"Phaeophyscia orbicularis (Neck.) Moberg","lichens"
"Phaeophyscia sciastra (Ach.) Moberg","lichens"
"Phaeorrhiza nimbosa (Fr.) H.Mayrhofer & Poelt","lichens"
"Phaeorrhiza sareptana (Tomin) H.Mayrhofer & Poelt, 1979","lichens"
"Phlyctis agelaea (Ach.) Flot.","lichens"
"Phlyctis argena (Ach.) Flot.","lichens"
"Phylliscum demangeonii (Moug. & Mont.) Nyl.","lichens"
"Physcia adscendens H.Olivier","lichens"
"Physcia aipolia (Ehrh. ex Humb.) Fürnr.","lichens"
"Physcia caesia (Hoffm.) Fürnr.","lichens"
"Physcia dimidiata (Arnold) Nyl.","lichens"
"Physcia dubia (Hoffm.) Lettau","lichens"
"Physcia leptalea (Ach.) DC.","lichens"
"Physcia magnussonii Frey","lichens"
"Physcia phaea (Tuck. ex E.Michener) J.W.Thomson","lichens"
"Physcia stellaris (L.) Nyl.","lichens"
"Physcia tenella (Scop.) DC.","lichens"
"Physconia detersa (Nyl.) Poelt","lichens"
"Physconia distorta (With.) J.R.Laundon","lichens"
"Physconia enteroxantha (Nyl.) Poelt","lichens"
"Physconia grisea (Lam.) Poelt","lichens"
"Physconia muscigena (Ach.) Poelt","lichens"
"Physconia perisidiosa (Erichsen) Moberg","lichens"
"Pilophorus cereolus (Ach.) Th.Fr.","lichens"
"Pilophorus dovrensis (Nyl.) Timdal et al.","lichens"
"Pilophorus robustus Th.Fr.","lichens"
"Pilophorus strumaticus Nyl.","lichens"
"Placidiopsis pseudocinerea Breuss","lichens"
"Placopsis gelida (L.) Linds.","lichens"
"Placopsis lambii Hertel & V.Wirth","lichens"
"Placopyrenium trachyticum (Hazsl.) Breuss","lichens"
"Placynthiella dasaea (Stirt.) Tønsberg","lichens"
"Placynthiella hyporhoda (Th.Fr.) Coppins & P.James","lichens"
"Placynthiella icmalea (Ach.) Coppins & P.James","lichens"
"Placynthiella oligotropha (J.R.Laundon) Coppins & P.James","lichens"
"Placynthiella uliginosa (Schrad.) Coppins & P.James","lichens"
"Placynthium asperellum (Ach.) Trevis.","lichens"
"Placynthium dolichoterum Trevis.","lichens"
"Placynthium flabellosum (Tuck.) Zahlbr.","lichens"
"Placynthium lismorense (Cromb.) Vain.","lichens"
"Placynthium nigrum (Huds.) Gray","lichens"
"Placynthium pannariellum (Nyl.) H.Magn.","lichens"
"Placynthium rosulans (Th.Fr.) Gyelnik","lichens"
"Placynthium stenophyllum (Tuck.) Fink","lichens"
"Placynthium tantaleum (Hepp) Hue","lichens"
"Platismatia glauca (L.) W.L.Culb. & C.F.Culb.","lichens"
"Platismatia norvegica (Lynge) W.L.Culb. & C.F.Culb.","lichens"
"Pleopsidium chlorophanum (Wahlenb.) Zopf","lichens"
"Pleopsidium flavum Körb.","lichens"
"Pleurosticta acetabulum (Neck.) Elix & Lumbsch","lichens"
"Polyblastia abscondita (Nyl.) Arnold","lichens"
"Polyblastia albida Arnold","lichens"
"Polyblastia bryophila Lönnr.","lichens"
"Polyblastia cruenta (Körb.) P.James & Swinscow","lichens"
"Polyblastia cupularis A.Massal.","lichens"
"Polyblastia dermatodes A.Massal.","lichens"
"Polyblastia dominans (Arnold) Zahlbr.","lichens"
"Polyblastia eumecospora Zschacke","lichens"
"Polyblastia fuscoargillacea Anzi","lichens"
"Polyblastia gelatinosa (Ach.) Th.Fr.","lichens"
"Polyblastia gothica Th.Fr.","lichens"
"Polyblastia helvetica Th.Fr.","lichens"
"Polyblastia hyperborea Th.Fr.","lichens"
"Polyblastia intermedia Th.Fr.","lichens"
"Polyblastia inumbrata (Nyl.) Arnold","lichens"
"Polyblastia melaspora (Taylor) Zahlbr.","lichens"
"Polyblastia peminosa (Nyl.) Zahlbr.","lichens"
"Polyblastia sakkobanensis Zschacke","lichens"
"Polyblastia sendtneri Kremp.","lichens"
"Polyblastia sepulta A.Massal.","lichens"
"Polyblastia singularis (Kremp.) Arnold","lichens"
"Polyblastia subocellata Th.Fr.","lichens"
"Polyblastia terrestris Th.Fr.","lichens"
"Polyblastia terrigena Zschacke","lichens"
"Polyblastia theleodes (Sommerf.) Th.Fr.","lichens"
"Polychidium muscicola (Sw.) Gray","lichens"
"Polysporina ferruginea (Lettau) M.Steiner","lichens"
"Polysporina lapponica (Ach. ex Schaer.) Degel.","lichens"
"Polysporina simplex (Flot.) Vĕzda","lichens"
"Porina aenea (Körb.) Zahlbr.","lichens"
"Porina ahlesiana (Körb.) Zahlbr.","lichens"
"Porina chlorotica (Ach.) Müll.Arg.","lichens"
"Porina globulans Vain.","lichens"
"Porina grandis (Körb.) Zahlbr.","lichens"
"Porina guentheri (Flot.) Zahlbr.","lichens"
"Porina interjungens (Nyl.) Zahlbr.","lichens"
"Porina lectissima (Fr.) Zahlbr.","lichens"
"Porina linearis (Leight.) Zahlbr.","lichens"
"Porina mammillosa (Th.Fr.) Vain.","lichens"
"Porocyphus coccodes Flot. ex Körb.","lichens"
"Porpidia cinereoatra (Ach.) Hertel & Knoph","lichens"
"Porpidia contraponenda (Arnold) Knoph & Hertel","lichens"
"Porpidia crustulata (Ach.) Hertel & Knoph","lichens"
"Porpidia flavicunda (Ach.) Gowan","lichens"
"Porpidia glaucophaea (Körb.) Hertel & Knoph","lichens"
"Porpidia hydrophila (Fr.) Hertel & A.J.Schwab","lichens"
"Porpidia macrocarpa (DC.) Hertel & A.J.Schwab","lichens"
"Porpidia melinodes (Körb.) Gowan & Ahti","lichens"
"Porpidia musiva (Körb.) Hertel & Knoph","lichens"
"Porpidia platycarpoides (Bagl.) Hertel","lichens"
"Porpidia speirea (Ach.) Kremp.","lichens"
"Porpidia superba (Körb.) Hertel & Knoph","lichens"
"Porpidia tuberculosa (Sm.) Hertel & Knoph","lichens"
"Protoblastenia calva (Dicks.) Zahlbr.","lichens"
"Protoblastenia incrustans (DC.) J.Steiner","lichens"
"Protoblastenia rupestris (Scop.) J.Steiner","lichens"
"Protoblastenia siebenhaariana (Körb.) J.Steiner","lichens"
"Protoblastenia terricola (Anzi) Lynge","lichens"
"Protoparmelia atriseda (Fr.) R.Sant. & V.Wirth","lichens"
"Protoparmelia badia (Hoffm.) Hafellner","lichens"
"Protoparmelia leproloma (R.Sant.) Rambold & Poelt","lichens"
"Protoparmelia nephaea (Sommerf.) R.Sant.","lichens"
"Protoparmelia ochrococca (Nyl.) P.M.Jørg., Rambold & Hertel","lichens"
"Protoparmelia phaeonesos Poelt","lichens"
"Protoparmelia picea (Dicks.) Nyl.","lichens"
"Protothelenella corrosa (Körb.) H.Mayrhofer & Poelt","lichens"
"Protothelenella sphinctrinoidella (Nyl.) H.Mayrhofer & Poelt","lichens"
"Protothelenella sphinctrinoides (Nyl.) H.Mayrhofer & Poelt","lichens"
"Pseudephebe minuscula (Nyl. ex Arnold) Brodo & D.Hawksw.","lichens"
"Pseudephebe pubescens (L.) M.Choisy","lichens"
"Pseudevernia furfuracea (L.) Zopf","lichens"
"Pseudocyphellaria crocata (L.) Vain.","lichens"
"Pseudocyphellaria intricata (Delise) Vain.","lichens"
"Pseudocyphellaria norvegica (Gyeln.) P.James","lichens"
"Psilolechia clavulifera (Nyl.) Coppins","lichens"
"Psilolechia leprosa Coppins & Purvis","lichens"
"Psilolechia lucida (Ach.) M.Choisy","lichens"
"Psora decipiens (Hedw.) Hoffm.","lichens"
"Psora globifera (Ach.) A.Massal.","lichens"
"Psora rubiformis (Wahlenb. ex Ach.) Hook.","lichens"
"Psora vallesiaca (Schaer.) Timdal","lichens"
"Psorinia conglomerata (Ach.) Gotth.Schneid.","lichens"
"Psoroma hypnorum (Vahl) Gray","lichens"
"Psoroma tenue Henssen, 1981","lichens"
"Psorotichia schaereri (A.Massal.) Arnold","lichens"
"Psorula rufonigra (Tuck.) Gotth.Schneid.","lichens"
"Pterygiopsis coracodiza (Nyl.) Henssen","lichens"
"Ptychographa flexella (Ach.) Coppins","lichens"
"Punctelia stictica (Delise ex Daby) Krog","lichens"
"Punctelia subrudecta (Nyl.) Krog","lichens"
"Pycnothelia papillaria Dufour","lichens"
"Pyrenocarpon flotowianum (Hepp) Trevis.","lichens"
"Pyrenocollema elegans R.Sant.","lichens"
"Pyrenocollema halodytes (Nyl.) R.C.Harris","lichens"
"Pyrenocollema saxicola (A.Massal.) Coppins","lichens"
"Pyrenocollema sublitorale (Leight.) R.C.Harris ex A.Fletcher","lichens"
"Pyrenocollema tichothecioides (Arnold) R.C.Harris","lichens"
"Pyrenopsis furfurea (Nyl.) Leight.","lichens"
"Pyrenopsis grumulifera Nyl.","lichens"
"Pyrenopsis haemaleella (Nyl.) Blomb. & Forssell","lichens"
"Pyrenopsis haematina P.M.Jørg. & Henssen","lichens"
"Pyrenopsis impolita (Th.Fr.) Forssell","lichens"
"Pyrenopsis reducta Th.Fr.","lichens"
"Pyrenopsis subareolata Nyl.","lichens"
"Pyrenula harrisii Hafellner & Kalb","lichens"
"Pyrenula laevigata (Pers.) Arnold","lichens"
"Pyrenula macrospora (Degel.) Coppins & P.James","lichens"
"Pyrenula nitida (Weigel) Ach.","lichens"
"Pyrenula nitidella (Flörke) Müll.Arg.","lichens"
"Pyrrhospora cinnabarina (Sommerf.) M.Choisy","lichens"
"Pyrrhospora elabens (Fr.) Hafellner","lichens"
"Pyrrhospora quernea (Dicks.) Körb.","lichens"
"Pyrrhospora rubiginans (Nyl.) P.James & Poelt","lichens"
"Pyrrhospora subcinnabarina (Tønsberg) Hafellner","lichens"
"Racodium rupestre Pers.","lichens"
"Ramalina baltica Lettau","lichens"
"Ramalina calicaris (L.) Fr.","lichens"
"Ramalina capitata (Ach.) Nyl.","lichens"
"Ramalina cuspidata (Ach.) Nyl.","lichens"
"Ramalina dilacerata (Hoffm.) Hoffm.","lichens"
"Ramalina elegans (Bagl. & Carestia) Jatta","lichens"
"Ramalina farinacea (L.) Ach.","lichens"
"Ramalina fastigiata (Pers.) Ach.","lichens"
"Ramalina fraxinea (L.) Ach.","lichens"
"Ramalina obtusata (Arnold) Bitter","lichens"
"Ramalina pollinaria (Westr.) Ach.","lichens"
"Ramalina polymorpha (Lilj.) Ach.","lichens"
"Ramalina siliquosa (Huds.) A.L.Sm.","lichens"
"Ramalina sinensis Jatta","lichens"
"Ramalina subfarinacea (Nyl. ex Cromb.) Nyl.","lichens"
"Ramalina thrausta (Ach.) Nyl.","lichens"
"Ramonia subsphaeroides (Tav.) Vezda","lichens"
"Rhizocarpon alpicola (Fr.) Rabenh.","lichens"
"Rhizocarpon amphibium (Fr.) Th.Fr.","lichens"
"Rhizocarpon anaperum (Vain.) Vain.","lichens"
"Rhizocarpon atroflavescens Lynge","lichens"
"Rhizocarpon badioatrum (Flörke ex Spreng.) Th.Fr.","lichens"
"Rhizocarpon bolanderi (Tuck.) Herre","lichens"
"Rhizocarpon caeruleoalbum (Kremp.) Zahlbr.","lichens"
"Rhizocarpon chioneum (Norman) Th.Fr.","lichens"
"Rhizocarpon cinereonigrum Vain.","lichens"
"Rhizocarpon cinereovirens (Müll.Arg.) Vain.","lichens"
"Rhizocarpon copelandii (Körb.) Th.Fr.","lichens"
"Rhizocarpon dinothetes Hertel & Leuckert","lichens"
"Rhizocarpon disporum (Nägeli ex Hepp) Müll.Arg.","lichens"
"Rhizocarpon distinctum Th.Fr.","lichens"
"Rhizocarpon drepanodes Feuerer","lichens"
"Rhizocarpon effiguratum (Anzi) Th.Fr.","lichens"
"Rhizocarpon eupetraeoides (Nyl.) Blomb. & Forssell","lichens"
"Rhizocarpon eupetraeum (Nyl.) Arnold","lichens"
"Rhizocarpon expallescens Th.Fr.","lichens"
"Rhizocarpon ferax H.Magn.","lichens"
"Rhizocarpon frigidum Räsänen","lichens"
"Rhizocarpon furfurosum H.Magn. & Poelt","lichens"
"Rhizocarpon geminatum Körb.","lichens"
"Rhizocarpon geographicum (L.) DC.","lichens"
"Rhizocarpon glaucescens (Th.Fr.) Zahlbr.","lichens"
"Rhizocarpon grande (Flörke ex Flot.) Arnold","lichens"
"Rhizocarpon hochstetteri (Körb.) Vain.","lichens"
"Rhizocarpon inarense (Vain.) Vain.","lichens"
"Rhizocarpon intermediellum Räsänen","lichens"
"Rhizocarpon intersitum Arnold","lichens"
"Rhizocarpon jemtlandicum Malme","lichens"
"Rhizocarpon lavatum (Ach.) Hazsl.","lichens"
"Rhizocarpon lecanorinum Anders","lichens"
"Rhizocarpon leptolepis Anzi","lichens"
"Rhizocarpon macrosporum Räsänen","lichens"
"Rhizocarpon norvegicum Räsänen","lichens"
"Rhizocarpon obscuratum (Ach.) A.Massal.","lichens"
"Rhizocarpon oederi (Ach.) Körb.","lichens"
"Rhizocarpon parvum Runemark","lichens"
"Rhizocarpon petraeum (Wulfen) A.Massal.","lichens"
"Rhizocarpon plicatile (Leight.) A.L.Sm.","lichens"
"Rhizocarpon polycarpum (Hepp ex Arnold) Th.Fr.","lichens"
"Rhizocarpon postumum (Nyl.) Arnold","lichens"
"Rhizocarpon pusillum Runemark","lichens"
"Rhizocarpon richardii (Lamy ex Nyl.) Zahlbr.","lichens"
"Rhizocarpon ridescens (Nyl.) Zahlbr.","lichens"
"Rhizocarpon rittokense (Hellb.) Th.Fr.","lichens"
"Rhizocarpon roridulum (Th.Fr.) H.Olivier","lichens"
"Rhizocarpon saanaënse Räsänen","lichens"
"Rhizocarpon santessonii Timdal","lichens"
"Rhizocarpon simillimum (Anzi) Lettau","lichens"
"Rhizocarpon subgeminatum Eitner","lichens"
"Rhizocarpon subpostumum (Nyl.) Arnold","lichens"
"Rhizocarpon superficiale (Schaer.) Vain.","lichens"
"Rhizocarpon tetramerum (Vain.) Vain.","lichens"
"Rhizocarpon umbilicatum (Ramond) Flagey","lichens"
"Rhizocarpon viridiatrum (Wulfen) Körb.","lichens"
"Rhizocarpon vorax Poelt & Hafellner","lichens"
"Rhizoplaca chrysoleuca (Sm.) Zopf","lichens"
"Rhizoplaca melanophthalma (DC.) Leuckert & Poelt","lichens"
"Rhizoplaca subdiscrepans (Nyl.) R.Sant.","lichens"
"Rimularia badioatra (Kremp.) Hertel & Rambold","lichens"
"Rimularia furvella (Nyl. ex Mudd) Hertel & Rambold","lichens"
"Rimularia fuscosora Muhr & Tønsberg","lichens"
"Rimularia gibbosa (Ach.) Coppins, Hertel & Rambold","lichens"
"Rimularia gyrizans (Nyl.) Hertel & Rambold","lichens"
"Rimularia impavida (Th.Fr.) Hertel & Rambold","lichens"
"Rimularia insularis (Nyl.) Rambold & Hertel","lichens"
"Rimularia intercedens (H.Magn.) Coppins","lichens"
"Rimularia limborina Nyl.","lichens"
"Rimularia sphacelata (Th.Fr.) Hertel & Rambold","lichens"
"Rinodina archaea (Ach.) Arnold, 1881","lichens"
"Rinodina arctica H.Magn.","lichens"
"Rinodina arnoldii H.Mayrhofer & Poelt","lichens"
"Rinodina atrocinerea (Hook.) Körb.","lichens"
"Rinodina balanina (Wahlenb.) Vain.","lichens"
"Rinodina bischoffii (Hepp) A.Massal.","lichens"
"Rinodina cacuminum (Th.Fr.) Malme","lichens"
"Rinodina calcigena (Th.Fr.) Lynge","lichens"
"Rinodina cinereovirens (Vain.) Vain.","lichens"
"Rinodina colobina (Ach.) Th.Fr.","lichens"
"Rinodina confragosa (Ach.) Körb.","lichens"
"Rinodina conradii Körb.","lichens"
